order	family	subfamily	genus	subgenus	species	common_name	gaa_name	synonymies	itis_names	iucn	isocc	intro_isocc	aweb_uid	uri/guid	taxon_notes_public
Anura	Brachycephalidae		Brachycephalus		ephippium	Pumpkin Toadlet, Spix's Saddleback Toad, Botao de Ouro, Sapinho Dourado	Brachycephalus ephippium			Least Concern (LC)	BR		2033	https://amphibiaweb.org/species/2033	
Anura	Brachycephalidae		Brachycephalus		ferruginus		Brachycephalus ferruginus			Data Deficient (DD)	BR		6742	https://amphibiaweb.org/species/6742	
Anura	Brachycephalidae		Brachycephalus		fuscolineatus						BR		8340	https://amphibiaweb.org/species/8340	
Anura	Brachycephalidae		Brachycephalus		garbeana						BR		7849	https://amphibiaweb.org/species/7849	
Anura	Brachycephalidae		Brachycephalus		guarani						BR		7906	https://amphibiaweb.org/species/7906	
Anura	Brachycephalidae		Brachycephalus		hermogenesi		Brachycephalus hermogenesi			Least Concern (LC)	BR		5514	https://amphibiaweb.org/species/5514	
Anura	Brachycephalidae		Brachycephalus		izecksohni		Brachycephalus izecksohni			Data Deficient (DD)	BR		6542	https://amphibiaweb.org/species/6542	
Anura	Brachycephalidae		Brachycephalus		leopardus						BR		8341	https://amphibiaweb.org/species/8341	
Anura	Brachycephalidae		Brachycephalus		margaritatus						BR		7961	https://amphibiaweb.org/species/7961	
Anura	Brachycephalidae		Brachycephalus		mariaeterezae						BR		8336	https://amphibiaweb.org/species/8336	
Anura	Brachycephalidae		Brachycephalus		nodoterga		Brachycephalus nodoterga			Data Deficient (DD)	BR		2034	https://amphibiaweb.org/species/2034	
Anura	Brachycephalidae		Brachycephalus		olivaceus						BR		8337	https://amphibiaweb.org/species/8337	
Anura	Brachycephalidae		Brachycephalus		pernix		Brachycephalus pernix			Data Deficient (DD)	BR		5421	https://amphibiaweb.org/species/5421	
Anura	Brachycephalidae		Brachycephalus		pitanga						BR		7334	https://amphibiaweb.org/species/7334	
Anura	Brachycephalidae		Brachycephalus		pombali		Brachycephalus pombali			Data Deficient (DD)	BR		6743	https://amphibiaweb.org/species/6743	
Anura	Brachycephalidae		Brachycephalus		pulex						BR		7691	https://amphibiaweb.org/species/7691	
Anura	Brachycephalidae		Brachycephalus		quiririensis						BR		8365	https://amphibiaweb.org/species/8365	
Anura	Brachycephalidae		Brachycephalus		sulfuratus	Sulferous flea toad					BR		8447	https://amphibiaweb.org/species/8447	
Anura	Brachycephalidae		Brachycephalus		toby						BR		7590	https://amphibiaweb.org/species/7590	
Anura	Brachycephalidae		Brachycephalus		tridactylus						BR		7839	https://amphibiaweb.org/species/7839	
Anura	Brachycephalidae		Brachycephalus		verrucosus						BR		8339	https://amphibiaweb.org/species/8339	
Anura	Brachycephalidae		Brachycephalus		vertebralis		Brachycephalus vertebralis			Data Deficient (DD)	BR		5835	https://amphibiaweb.org/species/5835	
Anura	Brachycephalidae		Ischnocnema		abdita						BR		7639	https://amphibiaweb.org/species/7639	
Anura	Brachycephalidae		Ischnocnema		bolbodactyla		Ischnocnema bolbodactyla		Basanitia bolbodactyla, Eupemphix bolbodactyla, Eleutherodactylus bolbodactylus	Least Concern (LC)	BR		2810	https://amphibiaweb.org/species/2810	
Anura	Brachycephalidae		Ischnocnema		concolor						BR		7401	https://amphibiaweb.org/species/7401	
Anura	Brachycephalidae		Ischnocnema		epipeda		Ischnocnema epipeda		Eleutherodactylus epipedus	Near Threatened (NT)	BR		2907	https://amphibiaweb.org/species/2907	
Anura	Brachycephalidae		Ischnocnema		erythromera		Ischnocnema erythromera		Eleutherodactylus erythromerus	Data Deficient (DD)	BR		2911	https://amphibiaweb.org/species/2911	
Anura	Brachycephalidae		Ischnocnema		gehrti		Ischnocnema gehrti		Eleutherodactylus gehrti	Data Deficient (DD)	BR		6148	https://amphibiaweb.org/species/6148	
Anura	Brachycephalidae		Ischnocnema		gualteri		Ischnocnema gualteri		Eleutherodactylus gualteri	Least Concern (LC)	BR		2949	https://amphibiaweb.org/species/2949	
Anura	Brachycephalidae		Ischnocnema		guentheri	Steindachner's Robber Frog; ra-da-mata, razinha, ra-do-folhiço.	Ischnocnema guentheri		Eleutherodactylus guentheri	Least Concern (LC)	BR		2952	https://amphibiaweb.org/species/2952	
Anura	Brachycephalidae		Ischnocnema		henselii		Ischnocnema henselii			Least Concern (LC)	BR		6697	https://amphibiaweb.org/species/6697	
Anura	Brachycephalidae		Ischnocnema		hoehnei		Ischnocnema hoehnei		Eleutherodactylus hoehnei	Least Concern (LC)	BR		2967	https://amphibiaweb.org/species/2967	
Anura	Brachycephalidae		Ischnocnema		holti		Ischnocnema holti		Eleutherodactylus holti, Eleutherodactylus unistrigatus holti	Data Deficient (DD)	BR		2968	https://amphibiaweb.org/species/2968	
Anura	Brachycephalidae		Ischnocnema		izecksohni		Ischnocnema izecksohni		Eleutherodactylus izecksohni	Data Deficient (DD)	BR		2985	https://amphibiaweb.org/species/2985	
Anura	Brachycephalidae		Ischnocnema		juipoca		Ischnocnema juipoca		Eleutherodactylus juipoca	Least Concern (LC)	BR		2994	https://amphibiaweb.org/species/2994	
Anura	Brachycephalidae		Ischnocnema		karst						BR		7908	https://amphibiaweb.org/species/7908	
Anura	Brachycephalidae		Ischnocnema		lactea		Ischnocnema lactea		Basanitia lactea, Eleutherodactylus lacteus	Least Concern (LC)	BR		3002	https://amphibiaweb.org/species/3002	
Anura	Brachycephalidae		Ischnocnema		manezinho		Ischnocnema manezinho		Eleutherodactylus manezinho	Near Threatened (NT)	BR		5756	https://amphibiaweb.org/species/5756	
Anura	Brachycephalidae		Ischnocnema		melanopygia						BR		7400	https://amphibiaweb.org/species/7400	
Anura	Brachycephalidae		Ischnocnema		nanahallux						BR		8013	https://amphibiaweb.org/species/8013	
Anura	Brachycephalidae		Ischnocnema		nasuta		Ischnocnema nasuta		Eleutherodactylus nasutus	Least Concern (LC)	BR		3075	https://amphibiaweb.org/species/3075	
Anura	Brachycephalidae		Ischnocnema		nigriventris		Ischnocnema nigriventris		Eleutherodactylus nigriventris	Data Deficient (DD)	BR		3080	https://amphibiaweb.org/species/3080	This species long was known only from three juvenile lectotypes (described in   1925).  It was rediscovered near the type locality in the state of Sao Paulo,   Brazil, redescribed, and revalidated as a species (Berneck et al. Zootaxa 2013   3694: 131-142).
Anura	Brachycephalidae		Ischnocnema		octavioi		Ischnocnema octavioi		Eleutherodactylus octavioi	Least Concern (LC)	BR		3094	https://amphibiaweb.org/species/3094	
Anura	Brachycephalidae		Ischnocnema		oea		Ischnocnema oea		Eleutherodactylus oeus	Near Threatened (NT)	BR		3095	https://amphibiaweb.org/species/3095	
Anura	Brachycephalidae		Ischnocnema		paranaensis		Ischnocnema paranaensis		Eleutherodactylus paranaensis	Data Deficient (DD)	BR		5761	https://amphibiaweb.org/species/5761	
Anura	Brachycephalidae		Ischnocnema		parva		Ischnocnema parva		Eleutherodactylus parvus, Leptodactylus pumilio, Phrynanodus nanus	Least Concern (LC)	BR		3113	https://amphibiaweb.org/species/3113	
Anura	Brachycephalidae		Ischnocnema		penaxavantinho		Ischnocnema penaxavantinho			Data Deficient (DD)	BR		7017	https://amphibiaweb.org/species/7017	
Anura	Brachycephalidae		Ischnocnema		pusilla		Ischnocnema pusilla		Eleutherodactylus pusillus	Data Deficient (DD)	BR		3157	https://amphibiaweb.org/species/3157	
Anura	Brachycephalidae		Ischnocnema		randorum		Ischnocnema randorum		Eleutherodactylus randorum	Data Deficient (DD)	BR		3165	https://amphibiaweb.org/species/3165	
Anura	Brachycephalidae		Ischnocnema		sambaqui		Ischnocnema sambaqui		Eleutherodactylus sambaqui	Data Deficient (DD)	BR		6157	https://amphibiaweb.org/species/6157	
Anura	Brachycephalidae		Ischnocnema		spanios		Ischnocnema spanios		Eleutherodactylus spanios	Data Deficient (DD)	BR		3218	https://amphibiaweb.org/species/3218	
Anura	Brachycephalidae		Ischnocnema		surda						BR		7599	https://amphibiaweb.org/species/7599	
Anura	Brachycephalidae		Ischnocnema		venancioi		Ischnocnema venancioi		Eleutherodactylus venancioi	Least Concern (LC)	BR		3266	https://amphibiaweb.org/species/3266	
Anura	Brachycephalidae		Ischnocnema		verrucosa		Ischnocnema verrucosa		Eupsophus versus, Pleurodema verrucosa	Data Deficient (DD)	BR		2647	https://amphibiaweb.org/species/2647	
Anura	Brachycephalidae		Ischnocnema		vizottoi						BR		7552	https://amphibiaweb.org/species/7552	
Anura	Brevicipitidae		Balebreviceps		hillmani		Balebreviceps hillmani			Endangered (EN)	ET		2369	https://amphibiaweb.org/species/2369	
Anura	Brevicipitidae		Breviceps		acutirostris	Strawberry rain frog	Breviceps acutirostris			Least Concern (LC)	ZA		2371	https://amphibiaweb.org/species/2371	
Anura	Brevicipitidae		Breviceps		adspersus	Common rain frog	Breviceps adspersus			Least Concern (LC)	AO,BW,MZ,NA,ZA,SZ,ZM,ZW		2372	https://amphibiaweb.org/species/2372	
Anura	Brevicipitidae		Breviceps		bagginsi	Bilbo’s Rain Frog	Breviceps bagginsi			Vulnerable (VU)	ZA		6246	https://amphibiaweb.org/species/6246	
Anura	Brevicipitidae		Breviceps		branchi	Branch's rain frog					ZA		7843	https://amphibiaweb.org/species/7843	
Anura	Brevicipitidae		Breviceps		carruthersi						ZA		8665	https://amphibiaweb.org/species/8665	
Anura	Brevicipitidae		Breviceps		fichus		Breviceps fichus			Least Concern (LC)	TZ		6569	https://amphibiaweb.org/species/6569	
Anura	Brevicipitidae		Breviceps		fuscus	Black rain frog	Breviceps fuscus			Least Concern (LC)	ZA		2373	https://amphibiaweb.org/species/2373	
Anura	Brevicipitidae		Breviceps		gibbosus	Giant rain frog	Breviceps gibbosus			Near Threatened (NT)	ZA		2374	https://amphibiaweb.org/species/2374	
Anura	Brevicipitidae		Breviceps		macrops	Desert rain frog, Boulenger's short-headed frog, Melkpadda (Afrikaans), Woestynreenpadda	Breviceps macrops			Vulnerable (VU)	ZA,NA		2375	https://amphibiaweb.org/species/2375	
Anura	Brevicipitidae		Breviceps		montanus	Mountain rain frog	Breviceps montanus			Least Concern (LC)	ZA		2377	https://amphibiaweb.org/species/2377	
Anura	Brevicipitidae		Breviceps		mossambicus	Mozambique rain frog	Breviceps mossambicus			Least Concern (LC)	BW,CD,MW,MZ,ZA,SZ,TZ,ZM,ZW		2378	https://amphibiaweb.org/species/2378	
Anura	Brevicipitidae		Breviceps		namaquensis	Namaqua rain frog	Breviceps namaquensis			Least Concern (LC)	ZA,NA		2379	https://amphibiaweb.org/species/2379	
Anura	Brevicipitidae		Breviceps		passmorei						ZA		8666	https://amphibiaweb.org/species/8666	
Anura	Brevicipitidae		Breviceps		poweri	Power's rain frog	Breviceps poweri			Least Concern (LC)	CD,MW,MZ,ZM		2380	https://amphibiaweb.org/species/2380	
